machine_id,line,cycle,timestamp,op_setting_1,op_setting_2,op_setting_3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL,shift,is_stop,stop_duration_min,cycles_since_maintenance,vibration_rms,vibration_axial,shaft_runout_um,operator_micro_stop
CTL-04,Balancing,46,2026-02-13 03:03:21.837078,0.0005,0.0,60,546.774,628.425,1483.627492252975,1428.4871873766333,11.484,22.516,603.6681698459612,2536.152,8493.267,1.034,50.585,480.52,2080.66,8910.426,7.278,0.029,461.673,2228.653,89.343,40.779,24.186,110,Evening,0,0,46,,,,
CTL-04,Balancing,47,2026-02-13 07:03:21.837092,0.0218,0.0003,80,432.708,646.061,1772.9188008267845,1602.670373052123,14.239,22.681,584.920096052354,2628.861,8964.045,1.468,44.006,562.361,2148.794,6681.622,8.935,0.039,404.561,2338.055,112.421,37.084,19.287,110,Evening,0,0,47,,,,
CTL-04,Balancing,48,2026-02-13 11:03:21.837106,0.0005,0.0,100,567.564,742.597,1607.9732849863403,1446.6171393598831,13.73,21.259,566.9817112285594,2398.837,9078.585,0.892,48.253,452.405,2501.694,8999.25,8.891,0.027,359.301,2372.063,108.534,42.67,24.265,110,Night,0,0,48,,,,
CTL-04,Balancing,49,2026-02-13 15:03:21.837120,0.0,-0.0003,60,468.658,718.126,1581.6585493314856,1347.8101428391533,13.908,18.321,615.9739931023743,2358.217,8420.056,1.379,51.207,431.277,2758.41,9946.443,8.505,0.031,485.825,2127.042,94.784,41.066,26.108,110,Night,0,0,49,,,,
CTL-04,Balancing,50,2026-02-13 19:03:21.837134,0.0005,0.0003,60,520.644,590.393,1791.1711500316505,1403.5742792664896,14.622,23.619,639.0318937258152,2445.343,9478.858,1.436,46.395,493.049,2300.276,7389.55,7.504,0.037,356.929,2452.831,99.143,42.88,23.692,109,Day,0,0,50,,,,
CTL-04,Balancing,51,2026-02-13 23:03:21.837148,-0.0087,0.0,80,590.61,634.366,1624.6823847059547,1508.5216729523913,14.911,22.749,570.0960042640423,2050.51,9738.744,1.453,46.855,510.953,2458.157,9722.151,8.18,0.032,385.144,2530.692,87.243,45.78,24.28,109,Day,0,0,51,,,,
CTL-04,Balancing,52,2026-02-14 03:03:21.837162,-0.0087,0.0003,100,504.212,626.506,1627.2868105658824,1680.178621441333,16.881,21.029,560.3300933697211,2422.587,7280.531,1.27,48.467,474.303,2800.543,7222.338,7.565,0.032,402.928,2279.974,110.072,39.756,27.751,109,Evening,0,0,52,,,,
CTL-04,Balancing,53,2026-02-14 07:03:21.837175,0.0218,-0.0003,80,426.427,609.15,1847.3627070722025,1473.2553674506082,14.466,20.738,573.4906243941449,2114.707,7748.592,1.373,51.53,570.741,2285.574,7756.935,8.417,0.027,418.029,2317.287,99.334,38.129,24.624,109,Evening,0,0,53,,,,
CTL-04,Balancing,54,2026-02-14 11:03:21.837189,0.0005,0.0003,80,533.511,765.195,1524.6386867698054,1657.6188844578894,11.971,22.668,466.5528735965775,2143.585,8164.503,1.163,44.583,636.451,2178.412,6825.197,8.835,0.031,478.878,2378.259,77.126,37.151,22.372,108,Night,0,0,54,,,,
CTL-04,Balancing,55,2026-02-14 15:03:21.837203,-0.0087,-0.0003,60,454.725,606.522,1563.3108660780736,1396.9523047464793,12.602,22.927,646.3934634507799,2455.1,10047.042,1.324,42.502,535.792,2268.085,7235.664,8.354,0.032,378.649,2851.262,109.509,36.684,22.066,108,Night,0,0,55,,,,
CTL-04,Balancing,56,2026-02-14 19:03:21.837217,0.0,-0.0003,80,629.911,621.068,1642.9476463521437,1465.9706693838166,12.1,17.913,602.7635423617813,2137.979,9056.933,1.104,45.911,532.81,1896.12,8182.604,8.511,0.029,348.863,2298.067,96.248,46.281,23.137,108,Day,0,0,56,,,,
CTL-04,Balancing,57,2026-02-14 23:03:21.837231,0.0,-0.0003,100,494.586,634.785,1651.9499921566337,1458.0134799809944,15.278,22.913,473.6480264240103,2511.441,9212.777,1.219,47.975,515.925,2383.13,8280.494,7.006,0.031,417.496,2446.216,92.749,35.46,23.847,108,Day,0,0,57,,,,
CTL-04,Balancing,58,2026-02-15 03:03:21.837245,0.0,0.0003,100,560.323,726.784,1705.2606567446517,1476.6551723419377,10.903,20.284,572.8262709062623,2225.704,8204.773,1.162,55.848,453.846,2337.403,7546.183,7.692,0.031,424.261,2106.956,100.525,38.369,22.361,108,Evening,0,0,58,,,,
CTL-04,Balancing,59,2026-02-15 07:03:21.837260,0.0218,0.0003,60,470.242,713.927,1421.3581255917602,1220.5148022922886,16.226,22.042,489.4453044936619,2369.683,8481.656,1.494,46.323,549.392,2382.597,9308.094,8.591,0.033,413.224,2255.917,100.019,37.984,22.077,107,Evening,0,0,59,,,,
CTL-04,Balancing,60,2026-02-15 11:03:21.837275,0.0218,-0.0003,100,462.811,730.056,1258.9231688578193,1589.1312151733914,12.664,22.784,522.9748372097189,1990.056,10082.299,0.988,51.249,528.438,2639.074,8648.358,8.936,0.033,424.833,2495.622,96.654,37.921,23.67,107,Night,0,0,60,,,,
CTL-04,Balancing,61,2026-02-15 15:03:21.837289,0.0005,0.0003,80,504.862,783.172,1572.7154572429222,1240.7468492979124,14.444,19.798,663.9818325745824,2411.451,9620.454,1.367,51.959,534.099,2292.872,8177.053,7.387,0.03,462.321,2563.568,98.937,46.617,21.993,107,Night,0,0,61,,,,
CTL-04,Balancing,62,2026-02-15 19:03:21.837302,0.0218,-0.0003,100,536.448,623.209,1551.8918445422805,1460.257985755846,15.462,21.172,509.2120308715365,2825.656,9137.978,1.165,42.617,625.523,2976.506,8412.576,7.903,0.031,380.019,2524.977,103.501,38.684,23.222,107,Day,0,0,62,,,,
CTL-04,Balancing,63,2026-02-15 23:03:21.837316,-0.0087,0.0003,100,507.254,703.641,1558.6255261681756,1692.7621386102503,17.762,20.793,535.7499239990544,2376.379,8465.68,1.411,53.093,588.618,2338.411,7959.153,6.743,0.028,355.468,2123.596,95.131,37.618,23.362,106,Day,0,0,63,,,,
CTL-04,Balancing,64,2026-02-16 03:03:21.837330,-0.0087,0.0,60,589.188,717.585,1406.1286061384844,1466.8355882580506,13.451,21.93,627.8695891886158,2271.961,8153.012,1.307,53.737,626.264,2240.974,8245.689,8.651,0.026,334.137,2465.49,96.243,33.371,25.029,106,Evening,0,0,64,,,,
CTL-04,Balancing,65,2026-02-16 07:03:21.837344,0.0,-0.0003,100,521.838,643.42,1410.2505552846123,1162.2065390140124,13.746,21.715,515.8889594160124,2126.096,8709.644,1.305,54.186,529.497,2037.745,6492.818,6.354,0.031,350.749,2506.89,111.8,41.101,22.888,106,Evening,0,0,65,,,,
CTL-04,Balancing,66,2026-02-16 11:03:21.837359,0.0,-0.0003,60,614.541,613.057,1443.3659910329743,1451.9425804570712,15.751,16.023,617.5311176875028,2000.059,7189.821,1.255,42.425,543.347,2473.19,8389.672,9.45,0.029,406.4,1989.36,109.605,36.865,22.755,106,Night,0,0,66,,,,
CTL-04,Balancing,67,2026-02-16 15:03:21.837373,0.0218,0.0003,80,500.908,636.282,1525.2444270752344,1104.9468050924509,16.433,20.205,534.1076850691462,2342.004,9520.616,1.236,52.53,619.447,2778.79,8344.63,7.934,0.028,377.506,2184.798,104.158,37.931,23.382,106,Night,0,0,67,,,,
CTL-04,Balancing,68,2026-02-16 19:03:21.837387,-0.0087,0.0003,60,502.7,671.676,1626.3513768751795,1355.7141347980978,14.403,21.287,592.8004003149099,2202.283,8625.208,1.053,42.367,509.337,2283.745,6541.446,8.862,0.027,328.489,2475.009,108.34,29.351,25.018,105,Day,0,0,68,,,,
CTL-04,Balancing,69,2026-02-16 23:03:21.837401,-0.0087,-0.0003,80,507.481,626.247,1407.3601059588175,1385.0426827093518,14.487,26.48,583.9685759827328,2387.512,10115.456,1.415,40.568,556.169,2411.429,7568.564,7.549,0.03,391.595,2662.272,77.479,33.924,23.879,105,Day,0,0,69,,,,
CTL-04,Balancing,70,2026-02-17 03:03:21.837415,0.0005,0.0003,60,511.484,649.775,1514.1505847962455,1444.5021593850176,12.296,26.143,578.5384874426425,2497.304,8081.834,1.223,49.897,503.387,2452.113,7504.223,7.293,0.033,356.86,2605.276,91.614,38.195,22.514,105,Evening,0,0,70,,,,
CTL-04,Balancing,71,2026-02-17 07:03:21.837429,0.0,0.0,100,507.768,691.395,1844.4814679962433,1380.8497033312685,14.797,21.028,561.0478963422953,2216.667,8109.362,1.342,48.529,580.92,2399.886,8100.174,8.855,0.033,385.79,1773.09,89.498,42.963,27.414,105,Evening,0,0,71,,,,
CTL-04,Balancing,72,2026-02-17 11:03:21.837443,-0.0087,0.0003,60,587.833,614.478,1535.6004413592266,1506.0175533798451,15.498,16.239,557.2065228806074,2375.232,8003.943,1.222,48.723,510.306,2610.673,9571.422,9.215,0.031,386.172,2578.158,93.774,36.687,20.536,104,Night,0,0,72,,,,
CTL-04,Balancing,73,2026-02-17 15:03:21.837457,-0.0087,-0.0003,100,438.258,724.986,1629.2886238512501,1479.0569320003553,14.435,25.694,652.2015697087784,2384.116,9020.71,1.271,42.178,500.302,2312.834,6334.26,6.501,0.03,424.631,2204.056,117.497,37.719,21.436,104,Night,0,0,73,,,,
CTL-04,Balancing,74,2026-02-17 19:03:21.837471,0.0005,0.0003,80,444.819,648.949,1267.5634893050783,1300.9737273994433,14.685,18.59,527.1569493547477,2394.013,7944.813,1.385,51.94,468.937,2340.252,8037.266,8.712,0.029,363.684,2135.653,108.365,36.563,21.601,104,Day,0,0,74,,,,
CTL-04,Balancing,75,2026-02-17 23:03:21.837485,0.0005,0.0,80,572.982,651.974,1424.2798765635698,1377.8006704824104,13.202,19.059,525.319228941985,2339.183,8487.77,1.37,50.562,484.73,2346.159,7755.378,7.586,0.03,318.3,2158.939,88.367,35.303,20.877,104,Day,0,0,75,,,,
CTL-04,Balancing,76,2026-02-18 03:03:21.837499,-0.0087,0.0,80,434.844,623.933,1525.6588691338386,1406.4629682401633,14.965,22.487,510.474475500979,2402.83,8809.211,1.286,45.299,479.809,2329.54,7751.077,8.672,0.033,355.132,2259.699,123.187,31.744,19.649,104,Evening,0,0,76,,,,
CTL-04,Balancing,77,2026-02-18 07:03:21.837513,-0.0087,-0.0003,60,573.295,765.641,1815.060921495143,1449.507901640754,13.99,21.017,577.6603060923253,2611.432,9531.647,1.038,41.885,536.155,2057.575,6588.725,9.156,0.031,452.705,2619.993,93.773,39.767,21.566,103,Evening,0,0,77,,,,
CTL-04,Balancing,78,2026-02-18 11:03:21.837527,0.0,-0.0003,100,434.996,719.513,1555.576849726354,1594.1955278091166,14.779,22.211,587.367251871851,2344.241,8831.363,1.331,53.385,547.997,2392.189,7804.327,8.32,0.027,353.495,2331.237,100.06,41.632,20.775,103,Night,0,0,78,,,,
CTL-04,Balancing,79,2026-02-18 15:03:21.837541,0.0005,0.0003,80,519.219,670.116,1431.4859538795795,1343.299638166751,15.73,21.482,443.5408820572637,2572.984,9126.675,1.091,43.303,515.072,2462.696,8975.718,7.661,0.029,426.639,2637.53,96.767,36.742,24.591,103,Night,0,0,79,,,,
CTL-04,Balancing,80,2026-02-18 19:03:21.837559,-0.0087,0.0,100,411.241,641.812,1581.2749606002021,1337.2099151119637,15.309,23.97,502.067523339873,2214.251,9648.774,1.111,44.943,634.77,2433.267,7907.563,6.968,0.023,433.679,2110.173,100.455,43.756,22.254,103,Day,0,0,80,,,,
CTL-04,Balancing,81,2026-02-18 23:03:21.837573,0.0218,-0.0003,80,494.829,687.417,1800.4269590700326,1525.4450894681738,16.77,16.623,578.4639434048206,2694.765,9453.553,1.281,41.655,483.393,2746.217,8109.141,7.889,0.025,410.263,2195.631,99.679,45.507,25.286,102,Day,0,0,81,,,,
CTL-04,Balancing,82,2026-02-19 03:03:21.837587,0.0218,0.0003,80,586.598,651.917,1698.4808582195071,1590.855502618552,13.408,21.53,517.2454017679846,2242.736,8912.314,1.176,45.712,557.445,2365.06,7507.246,9.082,0.027,348.705,2674.788,108.454,37.49,27.859,102,Evening,0,0,82,,,,
CTL-04,Balancing,83,2026-02-19 07:03:21.837601,0.0218,0.0,60,489.341,686.515,1336.3885653006773,1265.2262904538738,16.124,24.68,546.6999071717016,2932.505,10230.372,1.209,45.675,449.348,2282.376,8333.292,8.453,0.03,431.096,2427.794,106.85,40.544,24.092,102,Evening,0,0,83,,,,
CTL-04,Balancing,84,2026-02-19 11:03:21.837615,-0.0087,0.0,80,566.473,694.226,1407.7557785180536,1659.8755571889235,14.796,19.556,551.8521066868946,2450.392,9577.923,1.425,51.115,617.557,2413.352,8009.247,7.184,0.033,415.894,2252.926,102.429,38.77,23.83,102,Night,0,0,84,,,,
CTL-04,Balancing,85,2026-02-19 15:03:21.837629,-0.0087,-0.0003,100,504.446,649.947,1346.4985352741658,1350.0477639056692,15.07,20.086,576.7988556659299,2881.294,8001.715,1.062,53.194,630.847,2476.758,8143.716,7.876,0.032,391.395,2590.834,82.872,40.079,21.466,102,Night,0,0,85,,,,
CTL-04,Balancing,86,2026-02-19 19:03:21.837643,0.0005,0.0,60,567.805,569.093,1685.0665845657252,1323.5173076724732,13.984,23.446,511.63698184717475,2029.663,9111.931,1.214,40.964,539.922,2457.346,8233.705,8.847,0.024,362.088,2454.278,110.361,39.741,26.156,101,Day,0,0,86,,,,
